crop_mode,best_epoch,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,val_f1_addition,test_f1_addition,val_f1_deletion,test_f1_deletion,val_f1_substitution,test_f1_substitution
original_segment,7,0.07827788649706457,0.0733154073134133,0.06606606606606606,0.05664053219291993,0.11299435028248588,0.10434782608695652,0.10695187165775401,0.06557377049180328,0.0,0.0
context_window,8,0.07632093933463796,0.06955321511087106,0.06306306306306306,0.04761447326288825,0.11342155009451796,0.10951008645533142,0.09523809523809523,0.03333333333333333,0.0,0.0
